CRN,AVOID_MAN_CD,BODY_TYPE,COMM_VEH,DAMAGE_IND,DVR_PRES_IND,EMERG_VEH_USE_CD,GRADE,HAZMAT_IND,IMPACT_POINT,INS_IND,MAKE_CD,MODEL_YR,NON_MOTORIST,OWNER_DRIVER,PEOPLE_IN_UNIT,PRIN_IMP_PT,RDWY_ALIGNMENT,SPECIAL_USAGE,TOW_IND,TRAVEL_DIRECTION,TRAVEL_SPD,TRL_VEH_CNT,UNDER_RIDE_IND,UNIT_NUM,UNIT_TYPE,VEH_COLOR_CD,VEH_MOVEMENT,VEH_POSITION,VEH_REG_STATE,VEH_ROLE,VEH_TYPE,PARTIAL_VIN,VINA_BODY_TYPE_CD
2010028312,,4.0,N,2.0,1.0,,1.0,N,3.0,Y,CHRY,2004.0,0,2.0,2,,1.0,99.0,N,N,999.0,0.0,,2,1,7.0,1.0,1.0,PA,2,1.0,1C3EL46X74N,P4D
2010039324,,4.0,N,1.0,1.0,,1.0,N,6.0,Y,TOYT,2004.0,0,1.0,3,,1.0,0.0,N,N,999.0,,,2,1,1.0,2.0,13.0,PA,2,1.0,4T1BE32K04U,P4D
2010052287,,,N,,,,,N,,,,,1,,1,,,,,,,,,2,31,,,,,2,,,
2010044826,,12.0,N,3.0,2.0,,1.0,N,2.0,Y,NISS,2007.0,0,99.0,2,,1.0,0.0,Y,S,0.0,,,3,3,1.0,6.0,1.0,PA,2,1.0,5N1BV28UX7N,PSV
2010037963,,51.0,N,1.0,1.0,,1.0,N,6.0,Y,FORD,2007.0,0,1.0,1,,1.0,0.0,N,S,0.0,0.0,,2,1,1.0,3.0,6.0,PA,3,4.0,1FTSX21567E,T4C
2010053526,,4.0,N,2.0,1.0,,1.0,N,1.0,U,MRCU,2000.0,0,1.0,2,,1.0,0.0,Y,W,999.0,,,1,1,2.0,1.0,1.0,PA,1,1.0,1MEFM50U5YG,P4D
2010058813,,,N,9.0,1.0,,9.0,N,99.0,,,,1,,1,,1.0,0.0,N,E,999.0,,,2,11,99.0,1.0,7.0,,2,20.0,,
2010058976,,4.0,N,1.0,1.0,,1.0,N,12.0,Y,LEXS,1998.0,0,1.0,1,,1.0,0.0,N,W,999.0,,,1,1,7.0,1.0,4.0,PA,1,1.0,JT8BD68S9W0,P4D
2010017127,,4.0,N,3.0,1.0,,2.0,N,12.0,Y,FORD,2000.0,0,1.0,4,,4.0,0.0,Y,S,999.0,,,1,1,8.0,16.0,98.0,PA,1,1.0,1FAFP5223YG,P4D
2010041296,,15.0,N,2.0,1.0,,1.0,N,12.0,Y,CHEV,2005.0,0,2.0,1,,1.0,0.0,N,S,55.0,0.0,,2,1,1.0,1.0,3.0,PA,1,6.0,3GNEK12ZX5G,PUT
2010099774,,15.0,N,1.0,1.0,,1.0,N,6.0,Y,HOND,2004.0,0,2.0,2,,1.0,0.0,N,W,0.0,0.0,,2,1,7.0,3.0,6.0,NJ,2,6.0,2HKYF185X4H,PUT
2010038746,,4.0,N,3.0,1.0,,1.0,N,1.0,Y,PONT,1996.0,0,1.0,1,,1.0,0.0,Y,S,0.0,0.0,,1,1,4.0,3.0,98.0,PA,1,1.0,1G2NE52T2TC,P4D
2010075055,,12.0,N,2.0,1.0,,1.0,N,6.0,Y,DODG,1998.0,0,2.0,1,,1.0,0.0,N,N,999.0,0.0,,2,1,1.0,1.0,1.0,PA,2,1.0,2B4FP25B5WR,PSV
2010039308,,12.0,N,3.0,1.0,,1.0,N,10.0,Y,FORD,2004.0,0,1.0,2,,1.0,0.0,Y,N,999.0,,,2,1,1.0,12.0,3.0,PA,3,7.0,2FMZA51664B,PSV
2010093667,,15.0,N,1.0,1.0,,1.0,N,7.0,Y,TOYT,2007.0,0,1.0,1,,1.0,0.0,N,E,999.0,0.0,,2,1,11.0,7.0,9.0,PA,2,6.0,JTEBU11F770,PUT
2010069243,,15.0,N,0.0,2.0,,1.0,N,5.0,Y,CHEV,2007.0,1,,0,,1.0,0.0,N,S,0.0,0.0,,2,2,1.0,6.0,1.0,PA,2,6.0,1GNFK130X7R,PUT
2010122372,,4.0,N,3.0,3.0,,2.0,N,1.0,Y,HYUN,2003.0,0,99.0,2,,2.0,0.0,Y,E,999.0,0.0,,1,1,4.0,98.0,7.0,PA,1,1.0,KMHCG45C83U,P4D
2010018609,,4.0,N,1.0,1.0,,3.0,N,7.0,Y,FORD,2005.0,0,1.0,3,,1.0,0.0,N,N,5.0,0.0,,2,1,2.0,1.0,1.0,DE,2,1.0,1FAFP24165G,P4D
2010039297,,19.0,N,3.0,1.0,,1.0,N,12.0,Y,TOYT,2005.0,0,2.0,2,,1.0,0.0,Y,S,10.0,,,1,1,7.0,12.0,4.0,MD,1,6.0,99999999999,
2010028127,,15.0,N,3.0,1.0,,1.0,N,3.0,Y,FORD,2002.0,0,2.0,3,,1.0,0.0,Y,W,999.0,,,2,1,2.0,1.0,13.0,PA,2,1.0,1FMZU73E02U,PUT
2010028169,,,N,9.0,4.0,,3.0,N,12.0,U,UNKN,,0,99.0,1,,1.0,99.0,N,E,999.0,0.0,,1,5,99.0,1.0,1.0,,1,99.0,,
2010111464,,4.0,N,3.0,1.0,,2.0,N,99.0,Y,BUIC,2000.0,0,1.0,1,,1.0,0.0,Y,E,999.0,0.0,,1,1,8.0,1.0,98.0,PA,1,1.0,1G4HP54K6Y4,P4D
2010103039,,15.0,N,2.0,1.0,,1.0,N,99.0,Y,DODG,2005.0,0,1.0,1,,1.0,0.0,N,S,25.0,,,1,1,5.0,1.0,0.0,PA,1,1.0,2D4FV48T25H,PUT
2010074613,,,N,,,,,N,,,,,1,0.0,1,,,,,,,,,2,31,,,,,2,,,
2010028257,,15.0,N,3.0,1.0,,1.0,N,12.0,Y,,2002.0,0,2.0,1,,1.0,0.0,Y,S,999.0,0.0,,1,1,3.0,1.0,3.0,PA,1,6.0,1GYEK63N22R,PUT
2010088914,,4.0,N,2.0,1.0,,1.0,N,5.0,Y,HYUN,2006.0,0,1.0,1,,1.0,0.0,N,N,999.0,,,2,1,1.0,1.0,1.0,PA,2,1.0,KMHCN46C86U,P4D
2010028598,,15.0,N,1.0,1.0,,1.0,N,2.0,Y,FORD,2000.0,0,1.0,1,,1.0,0.0,N,E,999.0,0.0,,2,1,1.0,1.0,3.0,PA,2,6.0,1FMFU16LXYL,PUT
2010038144,,,N,,,,,N,,,,,1,,1,,,,,,,,,2,31,,,,,2,,,
2010040552,,41.0,N,1.0,1.0,,1.0,N,1.0,Y,FORD,1999.0,0,1.0,1,,1.0,0.0,N,N,999.0,0.0,,1,1,3.0,1.0,9.0,PA,1,7.0,1FTPE2428XH,TCG
2011008321,,4.0,N,2.0,1.0,,1.0,N,4.0,Y,HOND,1997.0,0,2.0,1,,1.0,0.0,N,N,999.0,,,1,1,3.0,1.0,3.0,PA,1,1.0,1HGCD5535VA,P4D
2010117846,,4.0,N,3.0,2.0,,1.0,N,7.0,Y,TOYT,2005.0,1,,0,,1.0,0.0,Y,W,0.0,0.0,,2,2,5.0,6.0,98.0,PA,2,1.0,JTDBE32K853,P4D
2010116133,,41.0,N,2.0,1.0,,1.0,N,6.0,Y,FORD,1996.0,0,1.0,1,,1.0,0.0,N,S,5.0,0.0,,2,1,4.0,1.0,3.0,PA,3,7.0,2FMDA5149TB,TES
2010012397,,4.0,N,3.0,1.0,,1.0,N,2.0,Y,ACUR,1997.0,0,1.0,2,,1.0,0.0,Y,N,999.0,0.0,,2,1,4.0,1.0,6.0,PA,2,1.0,JH4KA9643VC,P4D
2010017257,,4.0,N,3.0,1.0,,1.0,N,9.0,Y,FORD,2001.0,0,1.0,1,,1.0,0.0,Y,E,35.0,,,1,1,8.0,4.0,1.0,PA,1,1.0,1FAFP55201A,P4D
2010032544,,51.0,N,1.0,1.0,,1.0,N,2.0,Y,FORD,2004.0,0,1.0,1,,1.0,0.0,N,N,15.0,0.0,,2,1,8.0,1.0,1.0,PA,2,4.0,1FTPW145X4K,TCW
2010084262,,4.0,N,1.0,1.0,,1.0,N,3.0,Y,VOLV,1991.0,0,1.0,2,,1.0,0.0,N,W,999.0,0.0,,2,1,8.0,1.0,13.0,PA,2,1.0,YV1AA8847M1,P4D
2011026300,,4.0,N,9.0,1.0,,1.0,N,99.0,U,HOND,2001.0,0,1.0,4,,1.0,0.0,Y,N,999.0,0.0,,1,1,5.0,1.0,6.0,PA,1,1.0,2HGES26781H,P4D
2010027952,,4.0,N,2.0,1.0,,1.0,N,11.0,Y,BUIC,2002.0,0,1.0,1,,1.0,0.0,N,N,999.0,0.0,,1,1,7.0,1.0,6.0,PA,1,1.0,2G4WS52J421,P4D
2010070756,,4.0,N,2.0,1.0,,3.0,N,11.0,Y,MRCU,1998.0,0,2.0,3,,1.0,0.0,Y,S,999.0,0.0,,1,1,4.0,1.0,13.0,PA,1,1.0,1MEFM66L1WK,P4D
2010051283,,4.0,N,3.0,1.0,,1.0,N,6.0,Y,NISS,2005.0,0,1.0,1,,1.0,0.0,Y,E,5.0,0.0,,3,1,5.0,1.0,98.0,PA,2,1.0,1N4BL11D15C,P4D
2010082092,,15.0,N,2.0,1.0,,1.0,N,10.0,Y,,2007.0,0,1.0,1,,1.0,0.0,N,N,0.0,0.0,,2,3,12.0,6.0,1.0,PA,2,1.0,1GYFK63827R,PUT
2010117725,,4.0,N,2.0,1.0,,1.0,N,4.0,Y,LEXS,2007.0,0,1.0,2,,1.0,0.0,Y,N,999.0,0.0,,2,1,5.0,1.0,3.0,PA,2,1.0,JTHCK262475,P4D
2010074860,,69.0,N,0.0,4.0,,1.0,N,1.0,U,,,0,99.0,1,,2.0,0.0,N,U,999.0,,,1,5,3.0,99.0,99.0,,1,4.0,,
2010028588,,9.0,N,3.0,1.0,,1.0,N,12.0,Y,HYUN,2008.0,0,1.0,1,,1.0,0.0,Y,N,35.0,,,1,1,2.0,1.0,1.0,NJ,1,1.0,99999999999,
2010125079,,9.0,N,2.0,2.0,,1.0,N,12.0,Y,DODG,2005.0,1,,0,,1.0,0.0,N,E,0.0,,,3,2,1.0,6.0,9.0,CO,2,1.0,99999999999,
2010102357,,1.0,N,0.0,1.0,,1.0,N,12.0,Y,FORD,1990.0,0,1.0,1,,1.0,0.0,N,W,999.0,0.0,,1,1,2.0,1.0,3.0,PA,1,1.0,1FACP44E0LF,PCV
2010039128,,,N,9.0,1.0,,9.0,N,99.0,,,,1,,1,,1.0,0.0,N,W,999.0,,,2,11,99.0,4.0,99.0,,2,20.0,,
2010121914,,15.0,N,1.0,1.0,,1.0,N,6.0,Y,VOLK,2007.0,0,1.0,1,,2.0,0.0,N,W,999.0,,,2,1,3.0,15.0,6.0,PA,2,1.0,WVGZE77L47D,PUT
2010045069,,4.0,N,3.0,1.0,,1.0,N,12.0,Y,FORD,2002.0,0,98.0,1,,1.0,13.0,Y,N,999.0,0.0,,1,1,5.0,1.0,13.0,PA,1,1.0,2FAFP71W12X,P4D
2010044579,,2.0,N,3.0,1.0,,1.0,N,1.0,Y,HOND,2006.0,0,1.0,2,,1.0,0.0,Y,S,999.0,,,1,1,7.0,98.0,7.0,PA,1,1.0,2HGFG12836H,PCP
2010075097,,4.0,N,9.0,3.0,,3.0,N,12.0,U,CHEV,1995.0,0,2.0,2,,1.0,0.0,Y,E,999.0,,,1,5,3.0,99.0,7.0,PA,1,1.0,1G1BL52WXSR,P4D
2010073780,,4.0,N,1.0,1.0,,1.0,N,7.0,Y,FORD,2001.0,0,2.0,1,,1.0,0.0,N,S,999.0,0.0,,1,1,1.0,1.0,0.0,PA,1,1.0,1FAFP53U41A,P4D
2010122492,,4.0,N,3.0,1.0,,1.0,N,1.0,Y,,1998.0,0,2.0,1,,1.0,0.0,Y,E,999.0,0.0,,1,1,8.0,1.0,13.0,PA,1,1.0,1G6KS54Y4WU,P4D
2010052206,,69.0,Y,1.0,1.0,,1.0,N,11.0,Y,FORD,2008.0,0,2.0,6,,1.0,12.0,N,E,999.0,0.0,,2,1,3.0,1.0,98.0,PA,2,3.0,1FD4E45P38D,TYY
2010045823,,15.0,N,1.0,1.0,,3.0,N,6.0,Y,FORD,2007.0,0,1.0,1,,1.0,0.0,N,S,99.0,0.0,,2,1,7.0,1.0,3.0,PA,2,1.0,2FMDK38C97B,PUT
2010122467,,15.0,N,2.0,1.0,,1.0,N,7.0,Y,FORD,1997.0,0,1.0,1,,1.0,0.0,N,W,999.0,,,4,1,5.0,10.0,2.0,PA,2,1.0,1FMEU18W8VL,PUT
2010121864,,51.0,N,3.0,1.0,,1.0,N,8.0,Y,FORD,2005.0,0,2.0,2,,1.0,0.0,Y,E,999.0,0.0,,2,1,3.0,1.0,3.0,PA,2,4.0,1FTNF21515E,TPK
2010099665,,4.0,N,3.0,1.0,,1.0,N,12.0,U,PONT,1998.0,0,2.0,1,,1.0,0.0,Y,S,999.0,,,1,1,2.0,1.0,6.0,PA,1,1.0,1G2HX52K6W4,P4D
2010104853,,15.0,N,1.0,1.0,,3.0,N,1.0,Y,JEEP,2004.0,0,1.0,1,,1.0,0.0,N,W,999.0,0.0,,9,1,7.0,2.0,3.0,NJ,1,6.0,1J4GW48S74C,T4W
2010078919,,4.0,N,3.0,1.0,,1.0,N,3.0,Y,MRCU,1994.0,0,1.0,1,,1.0,0.0,Y,E,40.0,0.0,,1,1,3.0,15.0,3.0,PA,1,1.0,2MELM75WXRX,P4D
2010102520,,3.0,N,2.0,1.0,,1.0,N,12.0,Y,HYUN,2001.0,0,1.0,3,,1.0,0.0,N,W,25.0,,,1,1,12.0,1.0,1.0,PA,1,1.0,KMHCG35C61U,P2H
2010084268,,29.0,N,2.0,1.0,,1.0,N,0.0,N,SUZI,,0,1.0,1,,1.0,0.0,Y,E,20.0,,,1,1,12.0,2.0,9.0,PA,0,2.0,GS850124266,
2010094225,,,N,9.0,1.0,,9.0,N,99.0,N,,,1,,1,,1.0,0.0,N,N,999.0,,,2,11,,1.0,1.0,,2,20.0,,
2010031744,0.0,12.0,N,2.0,2.0,0.0,1.0,N,6.0,Y,DODG,2006.0,0,,1,,1.0,0.0,N,N,0.0,0.0,0.0,3,6,4.0,3.0,3.0,PA,3,7.0,2D4GP44L46R,PSV
2010081780,,,N,9.0,1.0,,1.0,N,99.0,,,,1,,1,,1.0,0.0,N,E,999.0,,,2,11,99.0,1.0,98.0,,2,20.0,,
2010103611,,2.0,N,3.0,1.0,,1.0,N,11.0,Y,OLDS,1999.0,0,1.0,2,,2.0,0.0,Y,E,65.0,0.0,,1,1,4.0,15.0,1.0,PA,1,1.0,1G3NF12EXXC,PCP
2010070077,,,N,2.0,1.0,,1.0,N,12.0,N,,,1,0.0,1,,4.0,0.0,N,W,999.0,,,1,11,1.0,16.0,9.0,,1,21.0,,
2010040365,,,N,9.0,4.0,,1.0,N,99.0,N,,,0,99.0,1,,4.0,99.0,N,W,40.0,,,1,5,99.0,16.0,6.0,,1,99.0,,
2010034258,,15.0,N,3.0,1.0,,3.0,N,12.0,Y,CHEV,2003.0,0,2.0,2,,1.0,0.0,Y,W,45.0,0.0,,1,1,7.0,1.0,1.0,NJ,1,6.0,3GNFK16Z63G,PUT
2010052373,,4.0,N,3.0,1.0,,3.0,N,12.0,Y,OLDS,2003.0,0,1.0,1,,1.0,0.0,Y,S,999.0,0.0,,2,1,7.0,1.0,13.0,PA,2,1.0,1G3NL52E03C,P4D
2010028241,,15.0,N,3.0,1.0,,1.0,N,99.0,Y,FORD,2008.0,0,1.0,1,,1.0,0.0,Y,S,999.0,,,1,1,7.0,12.0,99.0,PA,1,1.0,1FMCU93148K,PUT
2010088984,,4.0,N,2.0,1.0,,4.0,N,2.0,Y,FORD,2002.0,0,2.0,2,,1.0,13.0,N,S,999.0,,,2,1,3.0,1.0,1.0,PA,2,1.0,2FAFP71W82X,P4D
2010084243,,15.0,N,3.0,1.0,,1.0,N,1.0,Y,LINC,2010.0,0,1.0,1,,1.0,0.0,Y,E,999.0,0.0,,1,1,12.0,10.0,3.0,PA,1,6.0,5LMJJ2J56AE,PUT
2010075016,,,N,,,,,N,,,,,1,0.0,1,,,,,,,,,2,31,,,,,2,,,
2010061997,,4.0,N,3.0,1.0,,1.0,N,12.0,U,PONT,1997.0,0,1.0,1,,1.0,0.0,Y,E,999.0,0.0,,2,1,8.0,1.0,3.0,PA,2,1.0,1G2NE52M1VC,P4D
2010110771,,15.0,N,0.0,1.0,,1.0,N,0.0,Y,JEEP,2000.0,0,1.0,1,,2.0,0.0,N,N,,,,1,51,1.0,12.0,6.0,PA,0,6.0,1J4FF48S2YL,T4W
2010126908,,4.0,N,2.0,1.0,,1.0,N,6.0,Y,HOND,2001.0,0,2.0,1,,1.0,0.0,N,S,0.0,0.0,,2,1,12.0,3.0,3.0,NJ,2,1.0,2HGES26721H,P4D
2010128477,,4.0,N,3.0,1.0,,1.0,N,11.0,Y,HOND,2006.0,0,1.0,1,,3.0,0.0,Y,W,65.0,0.0,,1,1,1.0,17.0,3.0,PA,1,1.0,1HGFA16536L,P4D
2010035811,,4.0,N,3.0,1.0,,1.0,N,6.0,Y,PLYM,2000.0,0,2.0,1,,1.0,0.0,Y,W,10.0,0.0,,2,1,1.0,1.0,8.0,NJ,3,1.0,1P3ES46C4YD,P4D
2010070021,,4.0,N,3.0,1.0,,1.0,N,10.0,Y,MITS,2000.0,0,1.0,1,,1.0,0.0,Y,W,999.0,0.0,,2,1,7.0,5.0,99.0,PA,2,1.0,4A3AA46G0YE,P4D
2010032772,,4.0,N,2.0,1.0,,1.0,N,1.0,Y,,2000.0,0,2.0,2,,1.0,0.0,Y,S,999.0,0.0,,1,1,1.0,1.0,6.0,PA,1,1.0,1G6KD54Y0YU,P4D
2011008486,,12.0,N,2.0,1.0,,1.0,N,12.0,Y,CHRY,2001.0,0,1.0,6,,1.0,0.0,N,E,0.0,0.0,,3,1,4.0,3.0,9.0,PA,2,7.0,2C8GP54L11R,PSV
2010084071,,15.0,N,1.0,1.0,,3.0,N,6.0,Y,ACUR,2007.0,0,1.0,5,,1.0,0.0,N,W,0.0,0.0,,2,1,7.0,3.0,3.0,PA,2,6.0,2HNYD28427H,PUT
2010069870,,4.0,N,3.0,1.0,,1.0,N,7.0,Y,LEXS,2007.0,0,1.0,3,,1.0,0.0,Y,N,30.0,,,3,1,7.0,1.0,6.0,NJ,2,1.0,JTHCK262172,P4D
2011009783,,15.0,N,3.0,2.0,,1.0,N,10.0,Y,FORD,2004.0,1,,0,,1.0,0.0,Y,,0.0,,,2,2,3.0,6.0,12.0,PA,2,6.0,1FMFU18L64L,PUT
2011025706,,9.0,N,0.0,1.0,,1.0,N,12.0,Y,CHEV,2001.0,0,99.0,1,,1.0,0.0,N,N,999.0,,,1,1,99.0,1.0,6.0,ZZ,1,1.0,99999999999,
2010122647,,12.0,N,9.0,1.0,,1.0,N,1.0,Y,DODG,2002.0,0,1.0,2,,1.0,0.0,N,S,999.0,,,2,1,7.0,1.0,1.0,PA,2,7.0,2B4GP44302R,PSV
2010117806,,6.0,N,3.0,1.0,,4.0,N,12.0,Y,VOLV,1999.0,0,2.0,2,,1.0,0.0,Y,E,25.0,0.0,,2,1,4.0,1.0,9.0,PA,2,1.0,YV1LW55A3X2,PSW
2010019407,,4.0,N,1.0,2.0,,1.0,N,1.0,U,FORD,2001.0,1,,0,,1.0,0.0,N,W,0.0,,,3,2,2.0,6.0,8.0,PA,2,1.0,1FAFP55U81G,P4D
2011024992,,4.0,N,9.0,1.0,,1.0,N,6.0,Y,FORD,2003.0,0,1.0,3,,1.0,0.0,N,U,0.0,,,1,1,99.0,3.0,99.0,PA,2,1.0,1FAFP55S43G,P4D
2011024330,,49.0,N,1.0,1.0,,1.0,N,12.0,U,UNKN,9999.0,0,99.0,1,,1.0,0.0,N,W,999.0,0.0,,2,1,3.0,1.0,6.0,ZZ,1,7.0,99999999999,
2011008863,,15.0,N,1.0,1.0,,1.0,N,12.0,Y,MITS,2002.0,0,2.0,1,,1.0,0.0,N,N,25.0,,,1,1,99.0,1.0,3.0,PA,1,6.0,JA4MT31R42J,PUT
2011008319,,15.0,N,3.0,1.0,,1.0,N,3.0,U,TOYT,2008.0,0,2.0,1,,1.0,0.0,Y,S,999.0,,,2,1,7.0,1.0,98.0,PA,2,6.0,JTEBU14R88K,PUT
2011010000,,15.0,N,2.0,1.0,,3.0,N,8.0,Y,DODG,2006.0,0,1.0,2,,1.0,0.0,N,E,999.0,,,1,1,5.0,1.0,6.0,PA,2,6.0,1D4HB38N26F,PUT
2010052471,,4.0,N,2.0,1.0,,1.0,N,6.0,Y,TOYT,2004.0,0,1.0,1,,1.0,0.0,Y,N,35.0,,,2,1,5.0,1.0,1.0,PA,3,1.0,4T1BE32K64U,P4D
2011026287,,15.0,N,2.0,2.0,,1.0,N,9.0,Y,GMC,2004.0,1,,0,,1.0,0.0,N,S,0.0,0.0,,3,2,7.0,6.0,1.0,PA,2,4.0,1GKDT13SX42,T4W
